label,split,curve,gamma,lambda_decay,optimizer_success,optimizer_cost,optimizer_nfev,L0,A,alpha,C,MAE,MSE,RMSE,MAPE
fit_cosine,fit,M:100M_gpt_D:20B_scheduler:cosine_rope,2.0,0.99,True,457.9088890024482,10,1.7847577622454,2.196727740666431,0.31212483186585394,5.429674255656512e-13,0.07199976360691575,0.023909457473981984,0.15462683296886728,2.2043457169371323
test_wsd,main_test,M:100M_gpt_D:20B_scheduler:wsd_rope,2.0,0.99,True,457.9088890024482,10,1.7847577622454,2.196727740666431,0.31212483186585394,5.429674255656512e-13,0.1399901139500552,0.03777495746761389,0.1943578078380539,4.641534991484888
test_811,additional_test,M:100M_gpt_D:20B_scheduler:811_rope,2.0,0.99,True,457.9088890024482,10,1.7847577622454,2.196727740666431,0.31212483186585394,5.429674255656512e-13,0.1371725971648218,0.03692782205012246,0.1921661313814754,4.536335702587375
